"title","genre"
"Eat Pray Love","""Dramas, Romantic Movies"""
"Burning Sands","""Dramas, Independent Movies"""
"The Forest of Love","""Dramas, International Movies, Thrillers"""
"Kabhi Alvida Naa Kehna","Romance"
"Fatherhood","Dramas"
"Our Idiot Brother","""Comedies, Dramas, Independent Movies"""
"Quién te cantará","""Dramas, Independent Movies, International Movies"""
"Takers","Action & Adventure"
"Udaan","""Action, Drama"""
"City of Joy","Documentaries"
"Under the Shadow","""Horror Movies, International Movies, Thrillers"""
"The Silence of Others","""Documentaries, International Movies"""
"Ludo","""Comedies, Dramas, International Movies"""
"Nacho Libre","Comedy"
"The Twilight Saga: New Moon","""Dramas, Romantic Movies"""
"Rocks","Dramas"
"Step Up Revolution","""Drama, Music, Romance"""
"Giving Voice","Documentaries"
"Like Father","""Comedies, Dramas"""
"Berserk: The Golden Age Arc III - The Advent","""Action & Adventure, Anime Features, International Movies"""
"The Promise","""Dramas, International Movies"""
"Prospect","""Sci-Fi & Fantasy, Thrillers"""
"Ne Zha","""Action & Adventure, Comedies, International Movies"""
"Bad Genius","""Dramas, International Movies, Thrillers"""
"Ninja Assassin","Action & Adventure"
"Major Grom: Plague Doctor","""Action & Adventure, International Movies"""
"Struggle: The Life and Lost Art of Szukalski","Documentaries"
"Seaspiracy","Documentaries"
"Andaz Apna Apna","""Action & Adventure, Comedies, Cult Movies"""
"Blue Miracle","""Children & Family Movies, Dramas, Faith & Spirituality"""
"Holding the Man","""Dramas, International Movies, LGBTQ Movies"""
"Small Town Crime","Thrillers"
"Ek Ladki Ko Dekha Toh Aisa Laga","""Comedies, Dramas, International Movies"""
"First They Killed My Father","Dramas"
"Rising Phoenix","""Documentaries, International Movies, Sports Movies"""
"The Wolf's Call","""Dramas, International Movies, Thrillers"""
"Paan Singh Tomar","""Action & Adventure, Dramas, International Movies"""
"John Mulaney & The Sack Lunch Bunch","""Children & Family Movies, Comedies"""
"Kingdom: Ashin of the North","""Horror Movies, International Movies, Thrillers"""
"Seventh Son","""Action & Adventure, Sci-Fi & Fantasy"""
"The Occupant","""Independent Movies, International Movies, Thrillers"""
"The Body Remembers When the World Broke Open","""Dramas, Independent Movies"""
"The Woman in the Window","""Dramas, Thrillers"""
"Berlin Syndrome","""International Movies, Thrillers"""
"What the Health","Documentaries"
"The Runaways","""Dramas, Independent Movies, Music & Musicals"""
"Kodachrome","""Comedies, Dramas"""
"Croupier","""Dramas, Independent Movies, Thrillers"""
"The Smurfs","""Children & Family Movies, Comedies"""
"Muppets Most Wanted","""Adventure, Comedy, Crime, Family, Musical, Mystery"""
"The Death of Mr. Lazarescu","""Dramas, International Movies"""
"Brick Mansions","""Action & Adventure, International Movies"""
"Vampire Academy","""Action & Adventure, Comedies, Sci-Fi & Fantasy"""
"Bombay Talkies","""Dramas, International Movies"""
"Wish I Was Here","""Comedies, Dramas, Independent Movies"""
"Moxie","""Comedies, Dramas, Music & Musicals"""
"18 Presents","""Dramas, Independent Movies, International Movies"""
"Oxygen","""Dramas, International Movies, Thrillers"""
"Private Life","""Comedies, Dramas, Independent Movies"""
"The Grandmaster","""Action & Adventure, Dramas, International Movies"""
"Home Again","""Comedies, Dramas, Romantic Movies"""
"Athlete A","""Documentaries, Sports Movies"""
"The Outsider","""Action, Western"""
"The Whole Truth","""Dramas, Thrillers"""
"Ibiza","""Comedies, Romantic Movies"""
"Sabotage","""Action & Adventure, Dramas"""
"Penguin Bloom","""Children & Family Movies, Dramas"""
"The Kissing Booth 2","""Comedies, Romantic Movies"""
"Kingsglaive: Final Fantasy XV","""Action & Adventure, Sci-Fi & Fantasy"""
"Mirai","""Action & Adventure, Anime Features, Children & Family Movies"""
"World Trade Center","""Drama, Suspense"""
"A Private War","""Dramas, Independent Movies"""
"Get on Up","""Dramas, Music & Musicals"""
"The Possession","""Horror, Thriller"""
"The Angry Birds Movie 2","""Children & Family Movies, Comedies"""
"Stowaway","""Dramas, International Movies, Thrillers"""
"Four Christmases","""Comedies, Romantic Movies"""
"Sand Castle","""Action & Adventure, Dramas, Independent Movies"""
"Creep 2","""Horror Movies, Independent Movies, Thrillers"""
"Nobody Speak: Trials of the Free Press","Documentaries"
"Feminists: What Were They Thinking?","""Documentaries, LGBTQ Movies"""
"I Don't Feel at Home in This World Anymore","""Dramas, Independent Movies, Thrillers"""
"Never Back Down","""Action & Adventure, Dramas, Sports Movies"""
"""Faith, Hope & Love""","""Comedies, Faith & Spirituality, Romantic Movies"""
"2 States","""Comedies, Dramas, International Movies"""
"May the Devil Take You","""Horror Movies, International Movies"""
"Double Jeopardy","Thrillers"
"Ava","""Action & Adventure, Dramas"""
"Barfi!","""Comedies, Dramas, International Movies"""
"Barry","Dramas"
"Parker","Action & Adventure"
"Forgotten","""Dramas, International Movies, Thrillers"""
"The Karate Kid Part II","""Action & Adventure, Children & Family Movies, Dramas"""
"Under Siege","Action & Adventure"
"Brain on Fire","""Dramas, Independent Movies, International Movies"""
"The Butterfly's Dream","""Dramas, International Movies, Romantic Movies"""
"The Wrong Missy","""Comedies, Romantic Movies"""
"Battle: Los Angeles","""Action & Adventure, Sci-Fi & Fantasy"""
"Pari","""Horror, International"""
"The Beguiled","""Dramas, Independent Movies, Thrillers"""
"Batman: The Killing Joke","Action & Adventure"
"Sex Drive","Comedies"
"Mosul","""Action & Adventure, Dramas, International Movies"""
"System Crasher","""Dramas, Independent Movies, International Movies"""
"Underdogs","Sports"
"The Best of Enemies","Dramas"
"Da 5 Bloods","""Action & Adventure, Dramas"""
"""Live Twice, Love Once""","""Comedies, Dramas, International Movies"""
"Iliza Shlesinger: Elder Millennial","Stand-Up Comedy"
"Zindagi Na Milegi Dobara","""Comedies, Dramas, International Movies"""
"Free Fire","""Action & Adventure, Comedies, Independent Movies"""
"Soorma","""Dramas, International Movies, Sports Movies"""
"The Zookeeper's Wife","Dramas"
"Time Share","""Dramas, Independent Movies, International Movies"""
"The Outpost","""Action & Adventure, Dramas"""
"Kabir Singh","""Dramas, International Movies, Romantic Movies"""
"Ip Man 4: The Finale","""Action & Adventure, Dramas, International Movies"""
"The American","Drama"
"The Laundromat","""Comedies, Dramas"""
"Bad Trip","Comedies"
"Mr. Peabody & Sherman","""Children & Family Movies, Comedies, Sci-Fi & Fantasy"""
"Ip Man 3","""Action & Adventure, Dramas, International Movies"""
"Rang De Basanti","""Dramas, International Movies"""
"The Midnight Sky","Dramas"
"White Christmas","""Children & Family Movies, Classic Movies, Comedies"""
"Synchronic","Thrillers"
"Adrift","""Action & Adventure, Dramas, Romantic Movies"""
"The Game Changers","""Documentaries, Sports Movies"""
"Michelle Wolf: Joke Show","Stand-Up Comedy"
"The 12th Man","""Action, Adventure, Drama"""
"Hasan Minhaj: Homecoming King","Stand-Up Comedy"
"An Easy Girl","""Comedies, Dramas, International Movies"""
"Highway","Comedy"
"Marc Maron: Too Real","Stand-Up Comedy"
"The Polka King","""Comedies, Independent Movies"""
"6 Balloons","""Dramas, Independent Movies"""
"Amanda Knox","Documentaries"
"At Eternity's Gate","Dramas"
"Anon","""Dramas, Sci-Fi & Fantasy, Thrillers"""
"3 Days to Kill","Action & Adventure"
"To the Bone","""Dramas, Independent Movies"""
"Trollhunters: Rise of the Titans","Children & Family Movies"
"Mowgli: Legend of the Jungle","""Action & Adventure, Children & Family Movies, Dramas"""
"High Strung Free Dance","""Dramas, Music & Musicals, Romantic Movies"""
"Mother's Day","""Horror, Suspense"""
"Creep","""Horror Movies, Independent Movies, Thrillers"""
"Death to 2020","Comedies"
"Operation Finale","""Dramas, Thrillers"""
"The Great Hack","Documentaries"
"The Land of Steady Habits","""Comedies, Dramas, Independent Movies"""
"Suffragette","""Dramas, International Movies"""
"Wildlife","""Dramas, Independent Movies"""
"War Machine","""Comedies, Dramas"""
"Bending the Arc","Documentaries"
"Kill the Messenger","""Dramas, Thrillers"""
"Mortal Kombat","""Action & Adventure, Sci-Fi & Fantasy"""
"Project Power","Action & Adventure"
"Steal a Pencil for Me","Documentaries"
"Outside the Wire","Action & Adventure"
"The Book of Henry","Dramas"
"Reversing Roe","Documentaries"
"The Clovehitch Killer","""Drama, Horror, Mystery"""
"There's Something in the Water","""Documentaries, International Movies"""
"Stuart Little","""Action, Kids"""
"Barakah Meets Barakah","""Comedies, International Movies, Romantic Movies"""
"Starsky & Hutch","""Action & Adventure, Comedies"""
"Loving","""Drama, Romance"""
"Haider","""Dramas, International Movies, Romantic Movies"""
"The Twilight Saga: Eclipse","""Dramas, Romantic Movies"""
"Triple 9","""Dramas, Thrillers"""
"The Spiderwick Chronicles","Children & Family Movies"
"Kahaani","""International Movies, Music & Musicals, Thrillers"""
"Lady J","""Dramas, Independent Movies, International Movies"""
"The Interpreter","Thrillers"
"Not Another Teen Movie","Comedies"
"The Cloverfield Paradox","""Action & Adventure, Sci-Fi & Fantasy"""
"Disclosure","""Documentaries, LGBTQ Movies"""
"Hot Girls Wanted","Documentaries"
"Dead Man Down","Action & Adventure"
"Kill the Irishman","""Action & Adventure, Dramas, Independent Movies"""
"Set It Up","""Comedies, Romantic Movies"""
"Case 39","""Horror Movies, Thrillers"""
"If Anything Happens I Love You","Dramas"
"Mandela: Long Walk to Freedom","""Dramas, International Movies"""
"The Square","""Documentaries, International Movies"""
"Jerry Seinfeld: I'm Telling You for the Last Time","Stand-Up Comedy"
"Mimi","""Comedies, Dramas, International Movies"""
"100 Meters","""Dramas, International Movies, Sports Movies"""
"The Death and Life of Marsha P. Johnson","""Documentaries, LGBTQ Movies"""
"No Game No Life: Zero","""Action & Adventure, Anime Features, International Movies"""
"Taylor Tomlinson: Quarter-Life Crisis","Stand-Up Comedy"
"All Day and a Night","""Dramas, Independent Movies"""
"Ali Wong: Baby Cobra","Stand-Up Comedy"
"Parmanu: The Story of Pokhran","""Dramas, International Movies"""
"The Incredible Jessica James","""Comedies, Independent Movies, Romantic Movies"""
"The Happytime Murders","""Action & Adventure, Comedies"""
"The Hows of Us","""Dramas, International Movies, Romantic Movies"""
"The Strangers: Prey at Night","Horror Movies"
"Jim Gaffigan: King Baby","Stand-Up Comedy"
"Rust Creek","Thrillers"
"The Smurfs 2","""Children & Family Movies, Comedies"""
"Asmaa","""Dramas, International Movies"""
"Rock On!!","""Dramas, International Movies, Music & Musicals"""
"Avengement","Action & Adventure"
"Other People","""Comedies, Dramas, Independent Movies"""
"Kicking and Screaming","""Comedies, Independent Movies, Romantic Movies"""
"Tamasha","""Dramas, International Movies, Romantic Movies"""
"The Meddler","""Comedies, Dramas, Independent Movies"""
"Cradle 2 the Grave","Action & Adventure"
"White Girl","""Dramas, Independent Movies"""
"Maps to the Stars","""Comedies, Dramas"""
"Nights in Rodanthe","""Dramas, Romantic Movies"""
"Mute","""Sci-Fi & Fantasy, Thrillers"""
"""Crouching Tiger, Hidden Dragon: Sword of Destiny""","""Action & Adventure, Romantic Movies"""
"The Ottoman Lieutenant","""Dramas, Romantic Movies"""
"Teefa in Trouble","""Action & Adventure, Comedies, International Movies"""
"The Last Days","Documentaries"
"Fred Claus","""Children & Family Movies, Comedies"""
"Cam","""Horror Movies, Independent Movies, Thrillers"""
"The Boys in the Band","""Dramas, LGBTQ Movies"""
"Kai Po Che!","""Dramas, International Movies, Sports Movies"""
"The Tree of Blood","""Dramas, Independent Movies, International Movies"""
"Dick Johnson Is Dead","Documentaries"
"A Sun","""Dramas, Independent Movies, International Movies"""
"The Skin of the Wolf","""Dramas, Independent Movies, International Movies"""
"Come Sunday","""Dramas, Faith & Spirituality, Independent Movies"""
"The Forty-Year-Old Version","""Comedies, Dramas, Independent Movies"""
"Eli","Horror Movies"
"Naruto the Movie: Ninja Clash in the Land of Snow","""Action & Adventure, Anime Features, International Movies"""
"Tony Robbins: I Am Not Your Guru","Documentaries"
"Good Burger","""Children & Family Movies, Comedies"""
"Jimmy Neutron: Boy Genius","""Children & Family Movies, Comedies, Sci-Fi & Fantasy"""
"American Son","Dramas"
"The Call","""International Movies, Thrillers"""
"The Mirror Has Two Faces","""Comedies, Dramas, Romantic Movies"""
"Below Zero","""Action & Adventure, International Movies"""
"The Climb","""Action & Adventure, Comedies, Dramas"""
"The Rachel Divide","Documentaries"
"The Hummingbird Project","""Dramas, Independent Movies"""
"""Game Over, Man!""","""Action & Adventure, Comedies"""
"Edge of Seventeen","""Comedies, Dramas, Independent Movies"""
"A Christmas Prince: The Royal Wedding","""Children & Family Movies, Dramas, Romantic Movies"""
"American Outlaws","Action & Adventure"
"Wake Up Sid","""Comedies, International Movies, Romantic Movies"""
"Bill Hicks: Relentless","""Arts, Entertainment, and Culture, Comedy, Documentary"""
"Mary Magdalene","""Dramas, Faith & Spirituality, International Movies"""
"BLACKPINK: Light Up the Sky","""Documentaries, Music & Musicals"""
"Berlin Calling","""Dramas, International Movies, Music & Musicals"""
"Sleight","""Dramas, Independent Movies, Sci-Fi & Fantasy"""
"The Titan","""Dramas, Sci-Fi & Fantasy, Thrillers"""
"Rugrats in Paris: The Movie","""Children & Family Movies, Comedies"""
"Heneral Luna","""Dramas, International Movies"""
"Delhi Belly","""Action & Adventure, Comedies, International Movies"""
"I Am All Girls","""Dramas, International Movies, Thrillers"""
"Jagame Thandhiram","""Action & Adventure, Dramas, International Movies"""
"Hubie Halloween","""Comedies, Horror Movies"""
"Naruto Shippuden the Movie: Blood Prison","""Action & Adventure, Anime Features, International Movies"""
"Awake","""Drama, Suspense"""
"Bulbbul","""Horror Movies, International Movies"""
"Malcolm & Marie","""Dramas, Independent Movies"""
"Love Off the Cuff","""Comedies, Dramas, International Movies"""
"Bully","Documentaries"
"Escape from Planet Earth","""Children & Family Movies, Comedies, Sci-Fi & Fantasy"""
"Jaane Tu... Ya Jaane Na","""Comedies, International Movies, Music & Musicals"""
"Undefeated","""Documentaries, Sports Movies"""
"Lying and Stealing","Thrillers"
"Who Would You Take to a Deserted Island?","""Dramas, International Movies"""
"Richard Pryor: Live in Concert","Stand-Up Comedy"
"Om Shanti Om","""Comedies, Dramas, International Movies"""
"Waiting for \"Superman\"","Documentaries"
"Andhaghaaram","""Horror Movies, International Movies, Thrillers"""
"Hop","""Children & Family Movies, Comedies"""
"The Rugrats Movie","""Children & Family Movies, Comedies"""
"Jingle Jangle: A Christmas Journey","""Children & Family Movies, Music & Musicals"""
"Mission Blue","Documentaries"
"Beverly Hills Ninja","""Action & Adventure, Comedies"""
"In a Valley of Violence","Action & Adventure"
"The Battered Bastards of Baseball","""Documentaries, Sports Movies"""
"Inhuman Kiss","""Horror Movies, International Movies, Romantic Movies"""
"The Motive","""Comedies, Dramas, International Movies"""
"Lust Stories","""Comedies, Dramas, International Movies"""
"Beyond Skyline","""Action & Adventure, Sci-Fi & Fantasy"""
"Holiday in the Wild","""Children & Family Movies, Dramas, Romantic Movies"""
"Umrika","""Dramas, Independent Movies, International Movies"""
"Long Shot","Documentaries"
"Dev.D","""Dramas, International Movies, Romantic Movies"""
"Judd Apatow: The Return","Stand-Up Comedy"
"Black '47","""Action & Adventure, Dramas, Independent Movies"""
"Don't Go Breaking My Heart","""Comedies, International Movies, Romantic Movies"""
"Sinister 2","Horror Movies"
"The Christmas Chronicles: Part Two","""Children & Family Movies, Comedies"""
"Then Came You","""Comedy, Romance"""
"Jenny Slate: Stage Fright","""Documentaries, Stand-Up Comedy"""
"Jodhaa Akbar","""Action & Adventure, Dramas, International Movies"""
"Red Joan","""Dramas, International Movies"""
"Amateur","""Dramas, Independent Movies, Sports Movies"""
"What a Girl Wants","""Children & Family Movies, Comedies"""
"Quigley Down Under","Action & Adventure"
"Mindhorn","""Comedies, Cult Movies, Independent Movies"""
"Katt Williams: Great America","Stand-Up Comedy"
"Lingua Franca","""Dramas, International Movies, LGBTQ Movies"""
"The Last Letter From Your Lover","""Dramas, Romantic Movies"""
"Copenhagen","Drama"
"Free to Play","Documentaries"
"Life of Crime","""Comedies, Independent Movies"""
"A Very Murray Christmas","""Comedies, Music & Musicals"""
"The Silence","""Horror Movies, Thrillers"""
"Sarah's Key","""Dramas, International Movies"""
"Abducted in Plain Sight","Documentaries"
"Winchester","""Horror Movies, Sci-Fi & Fantasy"""
"Our Souls at Night","""Dramas, Romantic Movies"""
"The Karate Kid Part III","""Children & Family Movies, Dramas"""
"Haseen Dillruba","""International Movies, Romantic Movies, Thrillers"""
