ID,Metric,Value
The Moody BluesGo Now!,Liveness,0.132
MetallicaThe Unforgiven,Liveness,0.134
Flo RidaI Cry,Liveness,0.315
Havana BrownWarrior,Liveness,0.313
James ArthurBack from the Edge,Liveness,0.122
The Doobie BrothersWhat a Fool Believes,Liveness,0.049
BirdySkinny Love,Liveness,0.118
Plan BShe Said,Liveness,0.144
"S1mba, DTGRover (feat. DTG)",Liveness,0.283
Jimmy BarnesStone Cold,Liveness,0.1
Kool & The GangGet Down On It,Liveness,0.0609
Niall HoranSlow Hands,Liveness,0.0546
Eric Burdon & the AnimalsRing Of Fire,Liveness,0.433
Various ArtistsMr. Saxobeat - Radio Edit,Liveness,0.14
Deee-LiteGroove Is in the Heart,Liveness,0.0851
Backstreet BoysDon't Go Breaking My Heart,Liveness,0.0964
AdeleSend My Love (To Your New Lover),Liveness,0.172
ColdplayClocks,Liveness,0.183
Mental As AnythingLive It Up - Remastered,Liveness,0.077
The Heartland CollectiveMy Deepest Darkest Friend,Liveness,0.128
YelloOh Yeah,Liveness,0.0456
Laura BraniganHow Am I Supposed to Live without You,Liveness,0.134
Dami ImSuper Love,Liveness,0.147
SherbetLife,Liveness,0.71
5 Seconds of SummerShe Looks So Perfect,Liveness,0.327
Harry StylesFalling,Liveness,0.089
Rogue TradersWhat You're On,Liveness,0.0862
Toto CoeloI Eat Cannibals - Pt. 1,Liveness,0.302
Green DayWelcome to Paradise,Liveness,0.0563
GenesisInvisible Touch - Remastered 2007,Liveness,0.0472
MAGIC!Rude,Liveness,0.309
Pete MurrayBetter Days,Liveness,0.223
Michael JacksonRemember the Time,Liveness,0.305
Foo FightersMonkey Wrench,Liveness,0.268
Helen ReddyI Am Woman,Liveness,0.375
"Billie Eilish, Khalidlovely (with Khalid)",Liveness,0.095
Bad CompanyBad Company - 2015 Remaster,Liveness,0.0805
Beats InternationalDub Be Good To Me,Liveness,0.188
The Swinging Blue JeansThe Hippy Hippy Shake,Liveness,0.33
ABBAChiquitita,Liveness,0.312
Culture ClubKarma Chameleon - Remastered 2002,Liveness,0.188
Various ArtistsHorny - Horny '98 Radio Edit,Liveness,0.0417
ScandalThe Warrior (feat. Patty Smyth),Liveness,0.321
Ian MossTelephone Booth,Liveness,0.263
P!nkThere You Go,Liveness,0.0412
Dennis WatermanI Could Be so Good for You,Liveness,0.0937
Adam LambertFor Your Entertainment,Liveness,0.0808
"Sam Smith, Demi LovatoI’m Ready (with Demi Lovato)",Liveness,0.282
Jesse McCartneyShe's No You,Liveness,0.299
Cliff RichardWe Don't Talk Anymore - 2001 Remaster,Liveness,0.066
The Chemical BrothersGalvanize - Edit,Liveness,0.0951
Sandy PoseyI Take It Back,Liveness,0.0847
The Four PrepsMore Money for You and Me - Medley,Liveness,0.973
Backstreet BoysI'll Never Break Your Heart,Liveness,0.153
Herman's HermitsThere's a Kind of Hush (All Over the World),Liveness,0.152
Bee GeesWorld,Liveness,0.133
Various ArtistsI Say A Little Prayer,Liveness,0.0904
Katy PerryLast Friday Night (T.G.I.F.),Liveness,0.667
Whitney HoustonI'm Your Baby Tonight,Liveness,0.445
Ray StevensMisty - 1975 #3Country; #14Pop Billboard chart hit,Liveness,0.0749
Ricki-LeeHell No!,Liveness,0.351
The ChantaysPipeline,Liveness,0.165
"Amy Shark, Travis BarkerC'MON (feat. Travis Barker)",Liveness,0.0331
The Jackson 5I Want You Back,Liveness,0.187
Jordin SparksNo Air (feat. Chris Brown),Liveness,0.0587
U2Pride (In The Name Of Love) - Remastered 2009,Liveness,0.778
Elvis PresleyViva Las Vegas,Liveness,0.344
MorcheebaRome Wasn't Built in a Day,Liveness,0.376
Bee GeesNight Fever,Liveness,0.083
Harry StylesWatermelon Sugar,Liveness,0.335
HalseyBad At Love,Liveness,0.0893
Janet JacksonEscapade,Liveness,0.171
Katy BLights On (feat. Ms Dynamite) - Single Mix,Liveness,0.224
Michael JacksonLove Never Felt So Good,Liveness,0.0662
WizzardSee My Baby Jive - 2006 Remaster,Liveness,0.344
Major LazerBe Together (feat. Wild Belle),Liveness,0.619
Various ArtistsTeardrops - Single Version,Liveness,0.18
Mark RonsonValerie (feat. Amy Winehouse) - Version Revisited,Liveness,0.0995
TaxirideCreepin' Up Slowly,Liveness,0.0646
Ne-YoBecause Of You,Liveness,0.0951
A Touch Of ClassAround the World (La La La La La) - Radio Version,Liveness,0.133
Panic! At The DiscoI Write Sins Not Tragedies,Liveness,0.12
EminemRiver (feat. Ed Sheeran),Liveness,0.0783
TexasI Don't Want A Lover,Liveness,0.121
Sister SledgeFrankie,Liveness,0.0573
Aston Merrygold Get Stupid,Liveness,0.202
Carly SimonI've Got to Have You - 2015 Remaster,Liveness,0.0981
Rob ThomasLonely No More,Liveness,0.0899
Andy WilliamsCan't Get Used to Losing You,Liveness,0.0707
Ed SheeranShe,Liveness,0.13
Rob ThomasMockingbird,Liveness,0.129
Hot Chelle RaeHung Up,Liveness,0.379
Robbie WilliamsLove My Life,Liveness,0.133
Tori KellyI Was Made For Loving You,Liveness,0.0992
Ariana Grande7 rings,Liveness,0.0881
NellyParty People,Liveness,0.559
Various ArtistsTry Again,Liveness,0.0831
Shawn MendesNervous,Liveness,0.126
Christina AguileraHurt,Liveness,0.0997
P!nkBad Influence,Liveness,0.0495
FiveWhen the Lights Go Out - Radio Edit,Liveness,0.175
"Dua Lipa, The Blessed MadonnaLevitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]",Liveness,0.208
Kylie MinogueBetter the Devil You Know,Liveness,0.0255
NellyHey Porsche,Liveness,0.698
TravisWhy Does It Always Rain on Me?,Liveness,0.0788
Tommy RoeSheila,Liveness,0.149
The Black SorrowsChained To The Wheel - 2007 Remastered,Liveness,0.0729
"Sean Quinn, Gus CullenGetting Away With It (All Messed Up) - Vandalism Radio Edit",Liveness,0.245
PNAUEmbrace,Liveness,0.223
Sam SmithMake It To Me,Liveness,0.0988
MarioHow Could You,Liveness,0.081
Various ArtistsWell Hello,Liveness,0.0396
WestlifeWhen You Tell Me That You Love Me (with Diana Ross),Liveness,0.3
Bebe RexhaI Got You,Liveness,0.09
Ringo StarrBack Off Boogaloo,Liveness,0.0623
"Tony Orlando & DawnSay, Has Anybody Seen My Sweet Gypsy Rose (feat. Tony Orlando) - Digitally Remastered 1998",Liveness,0.0833
Dada PopMake It Last,Liveness,0.175
The Mamas & The PapasCreeque Alley - Single Version,Liveness,0.077
Ariana GrandeBang Bang,Liveness,0.396
Miley CyrusThe Climb,Liveness,0.141
The BeatlesRock And Roll Music - Remastered 2009,Liveness,0.333
OneRepublicRun,Liveness,0.148
The YardbirdsShapes of Things,Liveness,0.0953
Bruce SpringsteenGlory Days,Liveness,0.121
Mashd N KutcherNeed Me,Liveness,0.0987
VoyagerHalfway Hotel,Liveness,0.449
Spice GirlsSpice Up Your Life,Liveness,0.403
Diana Ross & The SupremesLove Child,Liveness,0.23
LizzoGood as Hell,Liveness,0.442
Linkin ParkWhat I've Done,Liveness,0.138
Marques HoustonLetter,Liveness,0.0923
Lionel RichieDancing On The Ceiling,Liveness,0.394
Various ArtistsBad Boy for Life (feat. Black Rob & Mark Curry) - 2016 Remaster,Liveness,0.309
"Meck, Leo SayerThunder in My Heart Again (Radio Edit)",Liveness,0.0697
The Lonely IslandI Just Had Sex,Liveness,0.205
Marcia HinesFire And Rain,Liveness,0.205
PrinceI Wanna Be Your Lover,Liveness,0.0671
Janet JacksonRunaway,Liveness,0.0551
DidoSee the Sun,Liveness,0.12
"RoxetteIt Must Have Been Love - From the Film ""Pretty Woman""",Liveness,0.256
The WeekndBlinding Lights,Liveness,0.0938
Taylor SwiftLove Story (Taylor’s Version),Liveness,0.0989
Zoë BadwiRelease Me - Radio Edit,Liveness,0.0993
Max-A-MillionSexual Healing,Liveness,0.25
Short StackSweet December,Liveness,0.333
"Various ArtistsYou're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",Liveness,0.209
Lynyrd SkynyrdSweet Home Alabama,Liveness,0.353
Various ArtistsLightnin' Strikes,Liveness,0.145
Little MixHair (feat. Sean Paul),Liveness,0.843
ZAYNLIKE I WOULD,Liveness,0.26
Foster The PeopleSHC,Liveness,0.329
The BeatlesTwist And Shout - Remastered 2009,Liveness,0.0414
Human NatureWhen You Say You Love Me,Liveness,0.0402
SpiderbaitBlack Betty - Edit,Liveness,0.219
George MichaelPraying for Time - 2010 Remastered Version,Liveness,0.0849
Shocking BlueVenus,Liveness,0.0804
BostonForeplay / Long Time,Liveness,0.0923
Adam WadeThe Writing on the Wall (Rerecorded),Liveness,0.0636
Various ArtistsBoom Boom Boom,Liveness,0.0669
Daryl Hall & John OatesManeater,Liveness,0.0973
Smash MouthWalkin' On The Sun,Liveness,0.154
Cobra StarshipYou Make Me Feel... (feat. Sabi),Liveness,0.0385
Little MixLittle Me,Liveness,0.181
Kelly ClarksonPiece by Piece,Liveness,0.0918
"Various ArtistsCan You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Liveness,0.118
Jessica MauboyInescapable - Youngboyz Mix,Liveness,0.196
BirdyTake My Heart,Liveness,0.0867
Kendrick LamarHUMBLE.,Liveness,0.0975
Céline DionThe Power of Love,Liveness,0.24
"B2KBump, Bump, Bump (feat. P. Diddy)",Liveness,0.0414
Augie MarchOne Crowded Hour,Liveness,0.127
Liam LynchUnited States Of Whatever,Liveness,0.138
Justin WellingtonIko Iko (My Bestie),Liveness,0.077
The BachelorsI Wouldn't Trade You For The World,Liveness,0.0855
CHICLe Freak,Liveness,0.123
Dead ReynoldsBring It Down,Liveness,0.225
CAKEShort Skirt / Long Jacket,Liveness,0.0263
The Loved OnesEverlovin' Man,Liveness,0.094
ShaggyIt Wasn't Me,Liveness,0.327
Stevie WonderMy Cherie Amour,Liveness,0.248
Gilbert O'SullivanAlone Again (Naturally),Liveness,0.159
DJ CassidyCalling All Hearts (feat. Robin Thicke & Jessie J),Liveness,0.169
Paloma FaithOnly Love Can Hurt Like This,Liveness,0.334
Kenny Rogers & The First EditionRuby Don't Take Your Love to Town,Liveness,0.0995
SweetLove Is Like Oxygen,Liveness,0.0995
Feargal SharkeyA Good Heart,Liveness,0.318
"Ariana Grandebreak up with your girlfriend, i'm bored",Liveness,0.0873
David EssexGonna Make You a Star,Liveness,0.605
"Florence + The MachineNo Light, No Light",Liveness,0.445
ChicagoIf You Leave Me Now,Liveness,0.128
Gordon TaggartFootsteps,Liveness,0.0879
Macy GrayI Try,Liveness,0.0804
Donny OsmondPuppy Love,Liveness,0.248
Shannon NollLoud,Liveness,0.0764
Jonas BlueBy Your Side,Liveness,0.0581
Tom JonesLove Me Tonight,Liveness,0.212
Flo RidaLow (feat. T-Pain),Liveness,0.139
Natasha BedingfieldThese Words,Liveness,0.0808
"Fugees, Ms. Lauryn Hill, Wyclef JeanReady or Not",Liveness,0.0839
The RubettesSugar Baby Love,Liveness,0.209
Various ArtistsRespect - 2003 Remaster,Liveness,0.0692
SweetTeenage Rampage,Liveness,0.919
Louis TomlinsonBack to You (feat. Bebe Rexha & Digital Farm Animals),Liveness,0.394
Justin BieberNever Say Never,Liveness,0.282
SylvesterYou Make Me Feel (Mighty Real),Liveness,0.0498
Mashd N KutcherMy Sunshine,Liveness,0.137
Martin GarrixAnimals - Radio Edit,Liveness,0.0714
John RowlesHush Not a Word to Mary,Liveness,0.258
Justin BieberGhost,Liveness,0.409
NirvanaAll Apologies,Liveness,0.118
Luis FonsiDespacito - Remix,Liveness,0.0711
The Fifth EstateDing Dong! the Witch Is Dead,Liveness,0.059
LMFAOParty Rock Anthem,Liveness,0.266
Dua LipaDance The Night (From Barbie The Album),Liveness,0.329
Man 2 ManMale Stripper,Liveness,0.0773
Charlie PuthMother,Liveness,0.125
MetallicaThe Unforgiven II,Liveness,0.255
"Earth\, Wind & FireBoogie Wonderland",Liveness,0.0521
George MichaelI Want Your Sex - Pts. 1 & 2 Remastered,Liveness,0.0465
San CiscoAwkward,Liveness,0.095
BananaramaShy Boy,Liveness,0.0539
Boom Crash OperaOnion Skin,Liveness,0.164
The ChainsmokersDon't Let Me Down (feat. Daya),Liveness,0.137
Janet JacksonLove Will Never Do (Without You),Liveness,0.43
"David Cassidy, The Partridge FamilyDoesn't Somebody Want To Be Wanted",Liveness,0.0424
U2Desire,Liveness,0.0861
The Rolling StonesBrown Sugar - Remastered 2009,Liveness,0.0592
Various ArtistsBe My Lover,Liveness,0.862
Ed SheeranDrunk,Liveness,0.521
Martha DavisDon't Tell Me The Time,Liveness,0.21
Ozzy OsbourneCrazy Train,Liveness,0.26
Jonas BluePolaroid,Liveness,0.073
"24kGoldn, ImanbekVALENTINO - Imanbek Remix",Liveness,0.393
Creedence Clearwater RevivalDown On The Corner,Liveness,0.0707
Britney SpearsToxic,Liveness,0.242
AdeleSend My Love (To Your New Lover),Liveness,0.172
MetallicaThe Memory Remains,Liveness,0.185
Gym Class HeroesAss Back Home (feat. Neon Hitch),Liveness,0.148
Lil Nas XSTAR WALKIN' (League of Legends Worlds Anthem),Liveness,0.0892
The Everly BrothersCrying in the Rain,Liveness,0.144
Hunters & CollectorsTrue Tears Of Joy,Liveness,0.0611
The CallingWherever You Will Go,Liveness,0.116
Middle Of The RoadChirpy Chirpy Cheep Cheep,Liveness,0.205
"John Lennon, Yoko Ono(Just Like) Starting Over - Remastered 2010",Liveness,0.179
The CorrsBreathless,Liveness,0.269
Panjabi MCMundian To Bach Ke (Beware of the Boys) [Jay Z Remix],Liveness,0.117
U2Even Better Than The Real Thing,Liveness,0.177
The ChainsmokersAll We Know,Liveness,0.115
KodalineHigh Hopes,Liveness,0.193
Rosa LinnSNAP,Liveness,0.447
Baz LuhrmannEverybody's Free (To Wear Sunscreen),Liveness,0.391
Alex LloydBrand New Day,Liveness,0.0741
American AuthorsBest Day Of My Life,Liveness,0.0736
Sam BaileyAnd I Am Telling You (with Nicole Scherzinger),Liveness,0.273
ImanyDon’t Be So Shy - Filatov & Karas Remix,Liveness,0.412
Foo FightersLong Road To Ruin,Liveness,0.0743
"Ella Henderson, Tom GrennanLet’s Go Home Together",Liveness,0.0994
2 UnlimitedTribal Dance,Liveness,0.097
BlackstreetNo Diggity,Liveness,0.279
Owl CityFireflies,Liveness,0.118
"HaddawayWhat Is Love - 7"" Mix",Liveness,0.203
SkyhooksMillion Dollar Riff - 1994 Remaster,Liveness,0.585
DEVOWhip It,Liveness,0.0621
GrinspoonChemical Heart,Liveness,0.157
Ace of BaseThe Sign,Liveness,0.0574
Selena GomezBack To You - From 13 Reasons Why – Season 2 Soundtrack,Liveness,0.12
Steve Miller BandThe Joker,Liveness,0.206
Jessica MauboyBurn,Liveness,0.335
Various ArtistsDaddy's Home,Liveness,0.134
Cliff RichardDevil Woman,Liveness,0.0871
Andrew LockingtonCalifornia Dreamin',Liveness,0.334
Joe TexAin't Gonna Bump No More (With No Big Fat Woman),Liveness,0.139
Justin BieberWhat Do You Mean?,Liveness,0.0811
Simon & GarfunkelThe Sound of Silence - Electric Version,Liveness,0.118
ToploaderDancing in the Moonlight,Liveness,0.336
Years & YearsDesire,Liveness,0.298
Good CharlotteMisery,Liveness,0.345
Various ArtistsSomeday,Liveness,0.095
DiploLonely,Liveness,0.205
Jump Jump Dance Dance2.0,Liveness,0.144
The ChiffonsHe's So Fine,Liveness,0.14
Simple MindsDon't You (Forget About Me) - Remastered,Liveness,0.0931
Alicia KeysDoesn't Mean Anything,Liveness,0.0926
"Selena Gomez, Rauw AlejandroBaila Conmigo (with Rauw Alejandro)",Liveness,0.097
Snoop DoggBeautiful,Liveness,0.0881
Tom Petty and the HeartbreakersRefugee,Liveness,0.0704
U2The Fly,Liveness,0.194
Stray CatsRunaway Boys,Liveness,0.314
Beastie BoysIntergalactic - Remastered 2009,Liveness,0.246
Shannon NollLong Live the Summer,Liveness,0.369
Olly MursPlease Don't Let Me Go,Liveness,0.341
AC/DCHeatseeker,Liveness,0.0638
SavageMoonshine,Liveness,0.0544
Lesley GoreJudy's Turn To Cry,Liveness,0.0713
Peking DukWasted,Liveness,0.121
Far East MovementTurn Up The Love,Liveness,0.234
Fifth HarmonyThat's My Girl,Liveness,0.365
The Rolling StonesGet Off Of My Cloud - Mono Version,Liveness,0.0656
Janet JacksonTogether Again,Liveness,0.0611
Various ArtistsMad About You,Liveness,0.369
L.A. StyleJames Brown Is Dead (Original Mix),Liveness,0.383
Justin BieberGhost,Liveness,0.415
Ed SheeranDive,Liveness,0.0953
KarminHello,Liveness,0.123
Dee C. LeeSee the Day,Liveness,0.28
The Beach BoysShut Down (Mono),Liveness,0.0758
Demi LovatoSorry Not Sorry,Liveness,0.29
*NSYNCBye Bye Bye,Liveness,0.0845
"Rudimental, Tom WalkerWalk Alone (feat. Tom Walker)",Liveness,0.305
Bad Meets EvilLighters,Liveness,0.127
2PacCalifornia Love - Original Version (Explicit),Liveness,0.386
Suzi QuatroThe Wild One - Single Version,Liveness,0.151
EchosmithCool Kids,Liveness,0.12
SiaCheap Thrills,Liveness,0.0907
Hilltop Hoods1955,Liveness,0.304
The B-52'sRoam,Liveness,0.271
GalantisPeanut Butter Jelly,Liveness,0.227
Brenda LeeI Want to Be Wanted,Liveness,0.123
Killing HeidiWeir,Liveness,0.303
SuperstarThe Best Things in Life Are Free,Liveness,0.143
ShakiraWaka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Liveness,0.0764
The BeatlesAnd I Love Her - Remastered,Liveness,0.0681
Johnny Diesel & The InjectorsDon't Need Love,Liveness,0.269
Eskimo JoeLove Is a Drug,Liveness,0.14
Taylor SwiftLook What You Made Me Do,Liveness,0.126
Ed SheeranGalway Girl,Liveness,0.327
The ExcitersTell Him - Single Version,Liveness,0.299
Conor MaynardTurn Around (feat. Ne-Yo),Liveness,0.134
FoxS-S-S-Single Bed,Liveness,0.0436
Suzi QuatroRock Hard,Liveness,0.081
EminemMockingbird,Liveness,0.13
"Maroon 5, Megan Thee StallionBeautiful Mistakes (feat. Megan Thee Stallion)",Liveness,0.154
Milky ChanceStolen Dance,Liveness,0.0761
Passion PitLittle Secrets,Liveness,0.0978
ChingyOne Call Away,Liveness,0.217
KasabianUnderdog,Liveness,0.582
Bobby DayRockin' Robin,Liveness,0.234
PNAUAll Of Us,Liveness,0.0928
Guy SebastianLove On Display,Liveness,0.194
The VampsSomebody To You,Liveness,0.346
The Box TopsSoul Deep,Liveness,0.0748
FakerAre You Magnetic?,Liveness,0.865
BirdyWords,Liveness,0.117
"Zedd, Alessia CaraStay (with Alessia Cara)",Liveness,0.115
Tori KellyFirst Heartbreak,Liveness,0.0888
"What So Not, LPXBetter",Liveness,0.16
Dua LipaBreak My Heart,Liveness,0.349
INXSWhat You Need,Liveness,0.121
The ScriptBreakeven,Liveness,0.0789
Barbra StreisandYou Don't Bring Me Flowers (with Neil Diamond),Liveness,0.162
Ed SheeranAntisocial (with Travis Scott),Liveness,0.361
"Oliver Tree, Robin SchulzMiss You",Liveness,0.146
The DriftersUp on the Roof,Liveness,0.133
Yusuf / Cat StevensFather And Son,Liveness,0.0996
Guy SebastianWho's That Girl (feat. Eve),Liveness,0.193
Tom JonesI'm Coming Home - Single Version,Liveness,0.0526
P!nkWhen I Get There,Liveness,0.094
Kim WildeCambodia - Single Version,Liveness,0.1
Who Is FancyBoys Like You,Liveness,0.119
Gin BlossomsHey Jealousy,Liveness,0.331
Rock HitsRock and Roll Ain't Noise Pollution,Liveness,0.123
Thirsty MercIn the Summertime - Single Version,Liveness,0.248
BaauerHarlem Shake,Liveness,0.416
"Michael JacksonCan You Feel It - 7"" Version",Liveness,0.308
Jennifer LopezI'm Into You,Liveness,0.0752
Leo SayerThunder in My Heart,Liveness,0.0909
Brenda LeeEverybody Loves Me But You,Liveness,0.328
BreadBaby I'm-a Want You,Liveness,0.0617
Counting CrowsAccidentally In Love,Liveness,0.171
P!nkSo What,Liveness,0.324
Johnny O'KeefeMockingbird (With Margaret McLaren),Liveness,0.0338
Guns N' RosesParadise City,Liveness,0.218
The SaintsJust Like Fire Would,Liveness,0.131
Calum ScottDancing On My Own,Liveness,0.0855
Jessie WareSay You Love Me,Liveness,0.262
"John Lennon, Yoko OnoNobody Told Me - Remastered 2010",Liveness,0.0443
Dave DobbynSlice of Heaven,Liveness,0.681
EuroglidersGroove,Liveness,0.123
Pseudo EchoA Beat For You,Liveness,0.0782
The VaporsTurning Japanese,Liveness,0.292
Flo RidaCan't Believe It (feat. Pitbull),Liveness,0.0639
The Rolling StonesSympathy For The Devil,Liveness,0.0403
Ferrante & TeicherExodus,Liveness,0.0638
Midnight OilRead About It - Remastered Version,Liveness,0.296
KlangkarussellSonnentanz - Sun Don't Shine,Liveness,0.0964
Elvis PresleySuch a Night,Liveness,0.222
SiaCheap Thrills,Liveness,0.0949
Otto KnowsMillion Voices - Radio Edit,Liveness,0.0664
Dean LewisStraight Back Down,Liveness,0.062
Johnny MathisWhat Will My Mary Say,Liveness,0.241
WhitesnakeHere I Go Again - 1987 Version; 2017 Remaster,Liveness,0.0913
SherbetMagazine Madonna,Liveness,0.206
Vanilla IcePlay That Funky Music,Liveness,0.381
Rogue TradersWay To Go!,Liveness,0.0669
Sandy PoseyBorn A Woman,Liveness,0.172
Lauren DaigleYou Say,Liveness,0.0869
Fats DominoLet The Four Winds Blow - Remastered 2002,Liveness,0.119
Shona Laing(Glad I'm Not) a Kennedy,Liveness,0.0959
